280006D5 = fx_character.fxl | fx_character_rooting_attack
580000D8 = fx_dialog.fxl | Merovingian_Cell Phone_Merovingian_GoToHelClub
5800014F = fx_dialog.fxl | Niobe_Cell Phone_Niobe_INeedYouPickSomethingUp
580001B6 = fx_dialog.fxl | Merovingian_Comments on Morpheus Hatred_Merovingian_MorpheusTheNameMakesMeWantToVomit
580001D9 = fx_dialog.fxl | Merovingian_Speaks to Old Member_Merovingian_DoNotDisappointMe
58000290 = fx_dialog.fxl | Persephone_Arrives at Spot_Persephone_ThisWillDoNicely
580002BD = fx_dialog.fxl | Persephone_Speaks to Old Member_Persephone_IRememberWhenIFirstSawYouSoFresh
580002DA = fx_dialog.fxl | Sati_Arrives at Spot_Sati_OohThisIsIt
58000352 = fx_dialog.fxl | Niobe_Intro and Recruiting_Niobe_WereASmallGroupButWeBelieveInOurCause
12DEC755 = fx_halloween.fxl | jack_o_lantern_bonfire
12463109 = fx_interlock.fxl | new_combat_interlocked
60000010 = fx_object.fxl | fx_object_data_node_aural
2800099B = fx_object.fxl | fx_object_Interface_neighborhood_names_camon_heights
860001A1 = fx_sound_ambient.fxl | World Ext_IntlDistrict Spawner
28000545 = fx_weapon.fxl | fx_weapon_bullet_impacts_Shot_ML
28000618 = fx_character.fxl | fx_character_vision_disruption
2800064C = fx_character.fxl | fx_character_message_cloud_start
280006AE = fx_character.fxl | NPC_regen
8600009D = fx_character.fxl | Emotes_blowkiss_kiss_male
28000725 = fx_character.fxl | combat_rev9_precise_throw_loop
860000FC = fx_character.fxl | Emotes_extracheer_2_female
2800008B = fx_character.fxl | viruscast_split_area_disruption_area_disruption2
28000146 = fx_character.fxl | viruscast_split_recall_missionteam_recall_missionteam_middle
28000158 = fx_character.fxl | viruscast_split_potency_potency
280007A1 = fx_character.fxl | viruscast_split_freeze_area_freezearea1
2800088E = fx_character.fxl | viruscast_split_remoteproxy_remoteproxy2_end
28000929 = fx_character.fxl | viruscast_split_patcher_patcher_end
28000933 = fx_character.fxl | viruscast_split_group_repairs_grouprepairs2_start
28000A0C = fx_character.fxl | viruscast_split_logic_barrage_logicbarrage4_start
28000A76 = fx_character.fxl | viruscast_split_balance_balance_righthand
58000148 = fx_dialog.fxl | Niobe_Cell Phone_Niobe_GotoAddressImSending
58000188 = fx_dialog.fxl | Persephone_Misc Lines_Persephone_FloodIsARat
580001D5 = fx_dialog.fxl | Merovingian_Speaks to Old Member_Merovingian_TruthfullyINeverExpectedYouToSurvive
860000B5 = fx_environmental.fxl | Sounds_corpse_close
280000B1 = fx_object.fxl | fx_object_Interface_subway_selected_station
280009AD = fx_object.fxl | fx_object_Interface_neighborhood_names_kaede
C600000C = fx_object.fxl | fx_object_quicksilver_luggable
280004EA = fx_traps.fxl | Traps_Electric
280004F2 = fx_traps.fxl | Laser Tripwires_Red_4m_off
2800046A = fx_weapon.fxl | fx_weapon_bullet_impacts_bullet_impact_metal
2800053C = fx_weapon.fxl | fx_weapon_bullet_impacts_Shot_HR
28000A6C = test.fxl | Temp_balance
280005F3 = fx_character.fxl | fx_character_health_replenish_cast
860000FD = fx_character.fxl | Emotes_extracheer_3_female
280001BD = fx_character.fxl | viruscast_split_logic_blast_logicblast1_start
280007A5 = fx_character.fxl | viruscast_split_freeze_area_freezearea2
280007C2 = fx_character.fxl | viruscast_split_enhanced_potency_enhancedpotency_end
28000878 = fx_character.fxl | viruscast_split_patcherdaemon1_patcherdaemon1_start
28000892 = fx_character.fxl | viruscast_split_remoteproxy_remoteproxy3_end
28000904 = fx_character.fxl | viruscast_split_stun_stun1
28000937 = fx_character.fxl | viruscast_split_group_repairs_grouprepairs3_start
2800096A = fx_character.fxl | viruscast_split_force_enhancer_forceenhancer
12463175 = fx_character.fxl | combat_rev9_components_precise_throw_rightleg
04000028 = fx_character.fxl | fx_character_generic_ability_upred
08000003 = fx_character2.fxl | hyperjump_trails_hjtrail_left_foot
580001B1 = fx_dialog.fxl | Merovingian_Comments on Morpheus Hatred_Merovingian_MorpheusHasCausedMeMoreTrouble
580001DF = fx_dialog.fxl | Merovingian_Takes Item from Persephone_Merovingian_WellPersephoneHasSentMeAGift
58000224 = fx_dialog.fxl | Morpheus_Warns Threatening Player_Morpheus_YouAreBoldButVeryFoolish
58000231 = fx_dialog.fxl | Oracle_Asks Player to Stop_Oracle_AllRightNowJustWaitThere
5800026F = fx_dialog.fxl | Oracle_Random Quotes_Oracle_YouHaveTwoChoicesFaithOrFear
580002D5 = fx_dialog.fxl | Sati_Greets Ally_Sati_Hello
5800037F = fx_dialog.fxl | Lock_Graduation_AchievedRep127
22000650 = fx_environmental.fxl | Rain_rain_splash
86000185 = fx_handcombat.fxl | fx_handcombat_robot_Hit_LL
DE00008D = fx_live_events.fxl | event_2_1_fb_boss_corrupted_children_Cyclops
28000591 = fx_object.fxl | Traps_laserdoor_red_off
28000995 = fx_object.fxl | fx_object_Interface_neighborhood_names_achan
4A00004A = fx_props.fxl | props_fountain_fountain_2
4A0000F9 = fx_props.fxl | club_props_spotlights_angled_rotating_3m_rotating_orange_1
B000001D = fx_ads.fxl | Stand_Alone_Massive_Sprite_Ads_massive_sprite_ad_horiz_01
2800051B = fx_character.fxl | agent_transform_npc_agent_transform
2800061A = fx_character.fxl | fx_character_stun
28000635 = fx_character.fxl | fx_character_redirect_virus
28000737 = fx_character.fxl | agent_eyeglow_agent_eyeglow
28000149 = fx_character.fxl | viruscast_split_ravager_ravager_end
28000152 = fx_character.fxl | viruscast_split_processor_lag_processorlag1_middle
28000184 = fx_character.fxl | viruscast_split_network_firewall_networkfirewall1_end
280001C7 = fx_character.fxl | viruscast_split_logic_blast_logicblast2_start
280007A6 = fx_character.fxl | viruscast_split_freeze_area_freezearea3
28000896 = fx_character.fxl | viruscast_split_remoteproxy_remoteproxy4_end
28000908 = fx_character.fxl | viruscast_split_stun_stun2
2800093B = fx_character.fxl | viruscast_split_group_repairs_grouprepairs4_start
2800095E = fx_character.fxl | viruscast_split_fixsimulacra_fixsimulacra_end
1246315F = fx_character.fxl | combat_rev9_components_precise_power_rightarm
58000049 = fx_dialog.fxl | Oracle_Misc Lines_Oracle_TakeCare
5800009E = fx_dialog.fxl | Seraph_Misc Lines_Seraph_ISee
5800009F = fx_dialog.fxl | Seraph_Misc Lines_Seraph_PathAheadIsUnclear
58000168 = fx_dialog.fxl | Persephone_GROUPED MESSAGES_Persephone_Unsatisfied_With_Kiss
580001DB = fx_dialog.fxl | Merovingian_Stops Following_Merovingian_DoNotMakeMeWaitTooLong
5800029F = fx_dialog.fxl | Persephone_Flirts_Persephone_Flirts_YouThinkYouAreSpecialProveIt
580002F8 = fx_dialog.fxl | Sati_Stops Following_Sati_SeraphSaysINeedToBePatient
58000308 = fx_dialog.fxl | Seraph_Arrives at Spot_Seraph_WeHaveArrivedThanksToYou
860000C0 = fx_environmental.fxl | Sounds_fridge_classic_open
86000072 = fx_footsteps.fxl | fx_footsteps_Footsteps_Concrete_Right
28000524 = fx_handcombat.fxl | fx_handcombat_Hit_LF_power
280006EE = fx_handcombat.fxl | bullet_body_hits_BulletHit_LL
8600018C = fx_handcombat.fxl | fx_handcombat_robot_Hit_ML
860001E5 = fx_live_events.fxl | event_2_1_bomb_countdown_countdown_10_sec
860001EF = fx_live_events.fxl | event_2_1_bomb_countdown_countdown_01_sec
04000058 = fx_npc.fxl | oligarchs_spawns_core
2800056F = fx_object.fxl | GameObjects_desk_lab1
2800066C = fx_object.fxl | fx_object_missionobject_important
28000685 = fx_object.fxl | Traps_detect_code_trap_light
28000689 = fx_object.fxl | Traps_shock_trap_deadly
280006BF = fx_object.fxl | fx_object_waterdrip_780height_fast
2800072F = fx_props.fxl | props_dt_largesigns_dt_largesign01
2800073B = fx_props.fxl | props_dt_largesigns_dt_largesign10
860001AA = fx_sound_ambient.fxl | World Int_Club Spawner
0400003A = fx_winter.fxl | partyhats_flying_confetti_1_silver
20000002 = test.fxl | snd_city
28000624 = fx_character.fxl | fx_character_multipartite_vision_disruption
280006A5 = fx_character.fxl | fx_character_enrage_loop
28000711 = fx_character.fxl | combat_rev9_components_energy_throw_righthand
28000727 = fx_character.fxl | combat_rev9_components_powershot_leftarm
280001CA = fx_character.fxl | viruscast_split_logic_blast_logicblast3_start
280007AA = fx_character.fxl | viruscast_split_freeze_area_freezearea4
280007C6 = fx_character.fxl | viruscast_split_enhanced_dodge_enhanceddodge_end
2800087C = fx_character.fxl | viruscast_split_patcherdaemon2_patcherdaemon2_start
2800089A = fx_character.fxl | viruscast_split_remoteproxy_remoteproxy5_end
280008D0 = fx_character.fxl | viruscast_split_intense_attack_intense_attack_start
280008D2 = fx_character.fxl | fx_character_ignore_pain
2800093F = fx_character.fxl | viruscast_split_group_repairs_grouprepairs5_start
28000981 = fx_character.fxl | viruscast_split_panicked_heal_panickedheal_end
58000130 = fx_dialog.fxl | Niobe_GROUPED MESSAGES_Niobe_Gives_Item
58000181 = fx_dialog.fxl | Persephone_Misc Lines_Persephone_HusbandIsPompousAss
580001A3 = fx_dialog.fxl | Merovingian_Talks about Persephone_Merovingian_MyWifeIsAConnivingBitch
580001BD = fx_dialog.fxl | Merovingian_Follows_Merovingian_OfCourseYouShouldGoFirst
580001D8 = fx_dialog.fxl | Merovingian_Speaks to Old Member_Merovingian_IWillTrustYouWithMoreSensitiveAssignments
58000242 = fx_dialog.fxl | Oracle_Greets Ally_Oracle_ItsNiceToseeYouAgain
58000293 = fx_dialog.fxl | Persephone_Asks for Kiss_Persephone_IWantYouToKissMe
58000319 = fx_dialog.fxl | Seraph_Greets Ally_Seraph_IAmPleasedToSeeYou
8600012E = fx_footsteps.fxl | fx_footsteps_Lands_small_tile
28000527 = fx_handcombat.fxl | fx_handcombat_Hit_MF_power
280006F2 = fx_handcombat.fxl | bullet_body_hits_BulletHit_ML
86000182 = fx_handcombat.fxl | fx_handcombat_robot_Hit_HR
DE00000C = fx_live_events.fxl | event_1_1_agent_anderson_aoe
860001E4 = fx_live_events.fxl | event_2_1_bomb_countdown_countdown_20_sec
860001EE = fx_live_events.fxl | event_2_1_bomb_countdown_countdown_02_sec
28000570 = fx_object.fxl | GameObjects_desk_lab2
280006A0 = fx_object.fxl | fx_object_Interface_construct_btn_1_fade
28000836 = fx_object.fxl | fx_object_Interface_tactic_ability_glow_block
2800096C = fx_object.fxl | fx_object_data_node_small
280009BB = fx_object.fxl | fx_object_Interface_neighborhood_names_murasaki
280004F0 = fx_props.fxl | props_fountain_fountain_rings1
28000613 = fx_props.fxl | props_radiator_default
28000730 = fx_props.fxl | props_dt_largesigns_dt_largesign02
860000CC = fx_RichWorldSnds.fxl | subway_cars_subwaycar_door_close
0400003B = fx_winter.fxl | partyhats_flying_confetti_2_silver
B0000020 = fx_ads.fxl | Stand_Alone_Massive_Sprite_Ads_massive_sprite_ad_concert_01
280005F4 = fx_character.fxl | fx_character_multipartite_health_replenish_cast
2800008F = fx_character.fxl | viruscast_split_code_freeze_codefreeze1
280000E9 = fx_character.fxl | viruscast_split_upgrade_health_upgradehealth_start
28000194 = fx_character.fxl | viruscast_split_move_accelerator_moveaccelerator1
280001CD = fx_character.fxl | viruscast_split_logic_blast_logicblast4_start
280007AE = fx_character.fxl | viruscast_split_freeze_area_freezearea5
280007D4 = fx_character.fxl | viruscast_split_efficiency_efficiency1_start
28000943 = fx_character.fxl | viruscast_split_group_repairs_grouprepairs6_start
60000017 = fx_character.fxl | fx_character_text_xp
280009CF = fx_character.fxl | evade_shield_shield_medium
280006CA = fx_cinematic.fxl | cinematic 1.2_cigarette
580000EB = fx_dialog.fxl | Oracle_Misc Lines_Oracle_WhatDoYouThink
580000A2 = fx_dialog.fxl | Seraph_Misc Lines_Seraph_MachinesValueOnlyControl
58000110 = fx_dialog.fxl | Sati_GROUPED MESSAGES_Sati_Being_Attacked
58000245 = fx_dialog.fxl | Oracle_Greets Enemy_Oracle_WellLookWhoSlunkInTheBackDoor
580002BE = fx_dialog.fxl | Persephone_Speaks to Old Member_Persephone_NowYouThinkYouHaveMadeItThinkAgain
580002C9 = fx_dialog.fxl | Persephone_Thanks for Assistance_Persephone_YouAssistanceWasMostWelcome
580002FB = fx_dialog.fxl | Sati_Takes Item_Sati_OohThankYouVeryMuch
5800035A = fx_dialog.fxl | Niobe_Receives Message_Niobe_FinallyIJustHopeItsGoodNews
86000156 = fx_environmental.fxl | Sounds_cupboard_close
28000522 = fx_handcombat.fxl | fx_handcombat_Hit_HL_power
280006EC = fx_handcombat.fxl | bullet_body_hits_BulletHit_HR
28000459 = fx_interlock.fxl | fx_interlock_Ki_Aura_buildup
860001E3 = fx_live_events.fxl | event_2_1_bomb_countdown_countdown_30_sec
860001ED = fx_live_events.fxl | event_2_1_bomb_countdown_countdown_03_sec
04000018 = fx_npc.fxl | elitecomm_eye
0400006A = fx_npc.fxl | oligarchs_spawns_cast
28000571 = fx_object.fxl | GameObjects_desk_lab3
28000683 = fx_object.fxl | Traps_detect_component_light
2800069D = fx_object.fxl | fx_object_Interface_construct_btn_2_fade
28000731 = fx_props.fxl | props_dt_largesigns_dt_largesign03
2800082D = fx_props.fxl | props_signal_booster
4A0000FF = fx_props.fxl | club_props_spotlights_angled_rotating_6m_rotating_orange_1
860001B4 = fx_sound_ambient.fxl | World Int_Dungeon Project01 Spawner
2800053F = fx_weapon.fxl | fx_weapon_bullet_impacts_Shot_LR
8600017E = fx_weapon.fxl | fx_weapon_machine_energy_rifle_equip
0400003C = fx_winter.fxl | partyhats_flying_confetti_3_silver
60000001 = test.fxl | Text Heal
28000627 = fx_character.fxl | fx_character_multipartite_stun
280006B3 = fx_character.fxl | fx_character_synaptic_ki_burst
86000098 = fx_character.fxl | Emotes_blowkiss_blow_female
860000AF = fx_character.fxl | Emotes_shakefist_growl_male
2800002C = fx_character.fxl | viruscast_split__utility__end
28000084 = fx_character.fxl | viruscast_split_code_flux_codeflux_end
28000090 = fx_character.fxl | viruscast_split_code_freeze_codefreeze2
28000110 = fx_character.fxl | viruscast_split_slow_slow1_middle
28000195 = fx_character.fxl | viruscast_split_move_accelerator_moveaccelerator2
280001D0 = fx_character.fxl | viruscast_split_logic_blast_logicblast5_start
280001FE = fx_character.fxl | viruscast_split_hacker_hacker_start
28000222 = fx_character.fxl | viruscast_split_freeze_system_freezesystem1_start
280007B4 = fx_character.fxl | viruscast_split_fast_healing_fasthealing1_start
280007D9 = fx_character.fxl | viruscast_split_disruption_field_disruptionfield
28000880 = fx_character.fxl | viruscast_split_patcherdaemon3_patcherdaemon3_start
28000947 = fx_character.fxl | viruscast_split_proxymaster_proxymaster_start
28000990 = fx_character.fxl | viruscast_split_deflect_virus_deflectvirus1_loop
1246317D = fx_character2.fxl | proxy_technician_ability_proxy_technician_cast
58000042 = fx_dialog.fxl | Oracle_Misc Lines_Oracle_SomeThingsYouHavetoDecideForYourself
5800010C = fx_dialog.fxl | Sati_GROUPED MESSAGES_Sati_Takes_Item
580001A7 = fx_dialog.fxl | Merovingian_Stops Following_Merovingian_IWillWaitHereUntilTheWayAheadIsClear
5800021F = fx_dialog.fxl | Morpheus_Stops Following_Morpheus_FineButWeCantWaitTooLong
5800022A = fx_dialog.fxl | Oracle_Greets Enemy_Oracle_IveBeenExpectingYou
58000315 = fx_dialog.fxl | Seraph_Gives Item_Seraph_IHaveSomethingForYouHere
1246310F = fx_GoldenTickets.fxl | Healing_gift_pulse_tick
860001E2 = fx_live_events.fxl | event_2_1_bomb_countdown_countdown_40_sec
860001EC = fx_live_events.fxl | event_2_1_bomb_countdown_countdown_04_sec
28000572 = fx_object.fxl | GameObjects_desk_lab4
280006A1 = fx_object.fxl | fx_object_Interface_construct_btn_3_fade
28000734 = fx_props.fxl | props_dt_largesigns_dt_largesign04
2800073C = fx_props.fxl | props_dt_largesigns_dt_largesign13
4A000104 = fx_props.fxl | club_props_spotlights_angled_stationary_3m_green
860001B8 = fx_sound_ambient.fxl | World Int_Dungeon Project02 Spawner
28000546 = fx_weapon.fxl | fx_weapon_bullet_impacts_Shot_MR
B0000011 = fx_winter.fxl | partyhats_spiral
0400003D = fx_winter.fxl | partyhats_flying_confetti_4_silver
2800061E = fx_character.fxl | fx_character_pacify_component
28000003 = fx_character.fxl | signpost_npc
2800005D = fx_character.fxl | viruscast_split_firewall_firewall1_start
280000D4 = fx_character.fxl | viruscast_split_white_noise_whitenoise_start
28000115 = fx_character.fxl | viruscast_split_revive_rsi_revive_rsi_middle
28000199 = fx_character.fxl | viruscast_split_move_accelerator_moveaccelerator3
280001D3 = fx_character.fxl | viruscast_split_logic_blast_logicblast6_start
28000799 = fx_character.fxl | viruscast_split_freeze_system_freezesystem2_start
280007B8 = fx_character.fxl | viruscast_split_fast_healing_fasthealing2_start
28000991 = fx_character.fxl | viruscast_split_avoidance_avoidance_end
28000A5E = fx_character.fxl | assassin_flies
580000F3 = fx_dialog.fxl | Merovingian_Misc Lines_Merovingian_ThisIsMyDomain
580000DC = fx_dialog.fxl | Merovingian_Cell Phone_Merovingian_GoToAddress
58000223 = fx_dialog.fxl | Morpheus_Thanks for Assistance_Morpheus_WeMustAllBeWillingToHelpOneAnotherIfWereToSurvive
58000225 = fx_dialog.fxl | Morpheus_Warns Threatening Player_Morpheus_ThisPathLeadsOnlyToDefeatForYou
58000272 = fx_dialog.fxl | Oracle_Random Quotes_Oracle_IfYoureNotScaredToDeathOfMovingForward
580002A5 = fx_dialog.fxl | Persephone_Gives Item_Persephone_ThisIsForYou
DE00003F = fx_live_events.fxl | Test_fearie_fire_1
860001E1 = fx_live_events.fxl | event_2_1_bomb_countdown_countdown_50_sec
860001EB = fx_live_events.fxl | event_2_1_bomb_countdown_countdown_05_sec
0400008A = fx_npc.fxl | kunoichi_ponytail_red
28000573 = fx_object.fxl | GameObjects_desk_lab5
28000A59 = fx_object.fxl | GameObjects_morpheus_speech
124630DB = fx_Pandoras_Box.fxl | Portal_Copy of portal_open
28000735 = fx_props.fxl | props_dt_largesigns_dt_largesign05
28000743 = fx_props.fxl | props_dt_largesigns_dt_largesign14
2800059D = fx_weapon.fxl | fx_weapon_concealment_counter_player
280006B0 = fx_character.fxl | fx_character_synaptic_sweep_kick
28000717 = fx_character.fxl | combat_rev9_components_precise_power_leftfoot
2800078E = fx_character.fxl | fx_character_slow_cast
28000025 = fx_character.fxl | viruscast_split__health__end
28000052 = fx_character.fxl | viruscast_split_enrage_enrage1_end
28000060 = fx_character.fxl | viruscast_split_firewall_firewall2_start
2800007F = fx_character.fxl | viruscast_split_cancel_upgrade_cancel_upgrade1
280001EC = fx_character.fxl | viruscast_split_improved_hacking_improvedhacking_end
2800079D = fx_character.fxl | viruscast_split_freeze_system_freezesystem3_start
28000927 = fx_character.fxl | viruscast_split_group_heal_groupheal1_start
