LITTLE      BIG             SYMBOLICNAME
72314612 12463172 = FX_COMBAT_REV9_COMPONENTS_PRECISE_THROW_LEFTARM
73314612 12463173 = FX_COMBAT_REV9_COMPONENTS_PRECISE_THROW_LEFTLEG
74314612 12463174 = FX_COMBAT_REV9_COMPONENTS_PRECISE_THROW_RIGHTARM
75314612 12463175 = FX_COMBAT_REV9_COMPONENTS_PRECISE_THROW_RIGHTLEG
400000b0 b0000040 = FX_VIRUSCAST_SPLIT_COMBAT_TRAINING_COMBATTRAINING1
410000b0 b0000041 = FX_VIRUSCAST_SPLIT_COMBAT_TRAINING_COMBATTRAINING1_END
420000b0 b0000042 = FX_VIRUSCAST_SPLIT_COMBAT_TRAINING_COMBATTRAINING1_MIDDLE
430000b0 b0000043 = FX_VIRUSCAST_SPLIT_COMBAT_TRAINING_COMBATTRAINING1_START
440000b0 b0000044 = FX_CHARACTER_ABSORB_SIMULACRA_CAST
000000c6 c6000000 = FX_VIRUSCAST_SPLIT_DRAIN_CODE_DRAINCODE
010000c6 c6000001 = FX_VIRUSCAST_SPLIT_DRAIN_CODE_DRAINCODE_END
020000c6 c6000002 = FX_VIRUSCAST_SPLIT_DRAIN_CODE_DRAINCODE_MIDDLE
030000c6 c6000003 = FX_VIRUSCAST_SPLIT_DRAIN_CODE_DRAINCODE_START
040000c6 c6000004 = FX_CHARACTER_CHARGE_SIMULACRA_CAST
14000004 04000014 = FX_TWINSINVIS
c60b0008 08000bc6 = FX_CHARACTER_IMPAIRED_CONNECTION_INT
27000004 04000027 = FX_CHARACTER_GENERIC_ABILITY_UPGOLD
28000004 04000028 = FX_CHARACTER_GENERIC_ABILITY_UPRED
2a000004 0400002a = FX_CHARACTER_GENERIC_ABILITY_UPWHITE
070000c6 c6000007 = FX_HEAD_FIRE
7e314612 1246317e = FX_GAUSSIAN_BLUR_ABILITY_GAUSSIAN_BLUR0_CAST
83314612 12463183 = FX_COMBATAURA2_MIDDLE_1
33070028 28000733 = FX_CINEMATIC_1_3_BULLET_TRAIL
74070028 28000774 = FX_CHARACTER_CREATION_TRACE_PROGRAM
75070028 28000775 = FX_CHARACTER_CREATION_TRACE_NUMBERS
76070028 28000776 = FX_CHARACTER_CREATION_TRACE_NUMBERS2
810a0028 28000a81 = FX_CINEMATIC_5_1_SHELL_EJECT_SHELL_EJECT
830a0028 28000a83 = FX_CINEMATIC_5_1_BULLET_IMPACT_BULLET_IMPACT
840a0028 28000a84 = FX_CINEMATIC_5_1_BULLET_IMPACT_NIOBE_BULLET_IMPACT_NIOBE
2c000058 5800002c = FX_ORACLE_GROUPED_MESSAGES_ORACLE_GREETS_ALLY
2d000058 5800002d = FX_MISC_FIRST_TIME_WELCOME
30000058 58000030 = FX_ORACLE_GROUPED_MESSAGES_ORACLE_GREETS_ENEMY
32000058 58000032 = FX_ORACLE_GROUPED_MESSAGES_ORACLE_GIVES_ITEM
33000058 58000033 = FX_ORACLE_GROUPED_MESSAGES_ORACLE_ASKS_PLAYER_TO_FOLLOW
34000058 58000034 = FX_ORACLE_GROUPED_MESSAGES_ORACLE_ASKS_PLAYER_TO_STOP
35000058 58000035 = FX_ORACLE_GROUPED_MESSAGES_ORACLE_PLAYER_ARRIVES_AT_SPOT
36000058 58000036 = FX_ORACLE_MISC_LINES_ORACLE_YES
37000058 58000037 = FX_ORACLE_MISC_LINES_ORACLE_THANKYOU
38000058 58000038 = FX_ORACLE_MISC_LINES_ORACLE_LOOKINGGOOD
39000058 58000039 = FX_ORACLE_MISC_LINES_ORACLE_ITHINKYOUUNDERSTAND
3a000058 5800003a = FX_ORACLE_MISC_LINES_ORACLE_THATSIT
e9000058 580000e9 = FX_ORACLE_MISC_LINES_ORACLE_NOWYOURGETTINGIT
3c000058 5800003c = FX_ORACLE_MISC_LINES_ORACLE_NOTHATSNOTRIGHT
3d000058 5800003d = FX_ORACLE_MISC_LINES_ORACLE_NO
3e000058 5800003e = FX_ORACLE_MISC_LINES_ORACLE_IDONTTHINKSO
3f000058 5800003f = FX_ORACLE_MISC_LINES_ORACLE_SOUNDSLIKEYOUDONTBELIEVEIT
eb000058 580000eb = FX_ORACLE_MISC_LINES_ORACLE_WHATDOYOUTHINK
7e000058 5800007e = FX_ORACLE_MISC_LINES_ORACLE_THATSREALLYUPTOYOU
42000058 58000042 = FX_ORACLE_MISC_LINES_ORACLE_SOMETHINGSYOUHAVETODECIDEFORYOURSELF
43000058 58000043 = FX_ORACLE_MISC_LINES_ORACLE_DOYOUTHINKTHATSAGOODIDEA
44000058 58000044 = FX_ORACLE_MISC_LINES_ORACLE_ITHINKYOUALREADYKNOWTHEANSWERTOTHAT
ed000058 580000ed = FX_ORACLE_MISC_LINES_ORACLE_YOUDONTHAVETOTAKEMYWORDFORITBUTYOUWILL
46000058 58000046 = FX_ORACLE_MISC_LINES_ORACLE_YOU_REWELCOME
47000058 58000047 = FX_ORACLE_MISC_LINES_ORACLE_PLEASE
48000058 58000048 = FX_ORACLE_MISC_LINES_ORACLE_GOODBYE
49000058 58000049 = FX_ORACLE_MISC_LINES_ORACLE_TAKECARE
ef000058 580000ef = FX_ORACLE_MISC_LINES_ORACLE_BECAREFUL
4b000058 5800004b = FX_ORACLE_GROUPED_MESSAGES_ORACLE_RANDOM_QUOTE
9a000058 5800009a = FX_ORACLE_RANDOM_QUOTES_ORACLE_THETRUCEHASNTMADETHISSAFEJUSTQUIETER
4d000058 5800004d = FX_ORACLE_RANDOM_QUOTES_ORACLE_ANYONECANCHANGETHEIRMIND
8b000058 5800008b = FX_ORACLE_RANDOM_QUOTES_ORACLE_FOREVERYDOORTHATCLOSESANOTHEROPENS
4f000058 5800004f = FX_ORACLE_RANDOM_QUOTES_ORACLE_ITSJUSTONEDAMNTHING
50000058 58000050 = FX_ORACLE_RANDOM_QUOTES_ORACLE_IKNOWYOUDON_TUNDERSTANDBUTYOUWILL
f2000058 580000f2 = FX_ORACLE_RANDOM_QUOTES_ORACLE_DONTLOOKATMEYOU_RETHEHERO
52000058 58000052 = FX_ORACLE_GROUPED_MESSAGES_ORACLE_OFFERS_COOKIE
01000058 58000001 = FX_SERAPH_GROUPED_MESSAGES_SERAPH_GREETS_ENEMY
04000058 58000004 = FX_SERAPH_GROUPED_MESSAGES_SERAPH_GREETS_ALLY
05000058 58000005 = FX_SERAPH_GROUPED_MESSAGES_SERAPH_GIVES_ITEM
94000058 58000094 = FX_SERAPH_GROUPED_MESSAGES_SERAPH_STOPS_FOLLOWING
07000058 58000007 = FX_THE_GENERAL_THEGENERAL_DISCUSSES_AGENT_LOOKALIKES
f6000058 580000f6 = FX_SERAPH_GROUPED_MESSAGES_SERAPH_FOLLOWS
f4000058 580000f4 = FX_SERAPH_GROUPED_MESSAGES_SERAPH_ARRIVES_AT_SPOT
99000058 58000099 = FX_SERAPH_GROUPED_MESSAGES_SERAPH_BEING_ATTACKED
8e000058 5800008e = FX_SERAPH_MISC_LINES_SERAPH_THATSNOTCORRECT
93000058 58000093 = FX_SERAPH_MISC_LINES_SERAPH_YOUREWRONG
8d000058 5800008d = FX_SERAPH_MISC_LINES_SERAPH_NO
98000058 58000098 = FX_SERAPH_MISC_LINES_SERAPH_YES
92000058 58000092 = FX_SERAPH_MISC_LINES_SERAPH_THATSCORRECT
97000058 58000097 = FX_SERAPH_MISC_LINES_SERAPH_YOUUNDERSTANDNOW
9e000058 5800009e = FX_SERAPH_MISC_LINES_SERAPH_ISEE
90000058 58000090 = FX_SERAPH_MISC_LINES_SERAPH_THERESSOMETHINGWRONG
96000058 58000096 = FX_SERAPH_MISC_LINES_SERAPH_BADFEELINGABOUTTHIS
a0000058 580000a0 = FX_SERAPH_MISC_LINES_SERAPH_SOMETHINGISNTRIGHTHERE
9c000058 5800009c = FX_SERAPH_MISC_LINES_SERAPH_DOYOUSENSESOMETHING
9f000058 5800009f = FX_SERAPH_MISC_LINES_SERAPH_PATHAHEADISUNCLEAR
a1000058 580000a1 = FX_SERAPH_MISC_LINES_SERAPH_EVENORACLECANTSEEALL
a2000058 580000a2 = FX_SERAPH_MISC_LINES_SERAPH_MACHINESVALUEONLYCONTROL
19000058 58000019 = FX_SERAPH_MISC_LINES_SERAPH_MEROVINGIANCANBECRUEL
1a000058 5800001a = FX_SERAPH_MISC_LINES_SERAPH_IBETRAYEDONEWHOISERVED
a3000058 580000a3 = FX_SERAPH_MISC_LINES_SERAPH_REALLIFEISLIFEONEDOESNTLEAD
1c000058 5800001c = FX_SERAPH_MISC_LINES_SERAPH_YOUHAVEANOTHERPIECEOFTHEPUZZLE
a7000058 580000a7 = FX_SERAPH_MISC_LINES_SERAPH_EACHLEAFHASAPLACE
a8000058 580000a8 = FX_SERAPH_MISC_LINES_SERAPH_GREATTOWERSBEGANASSEEDS
1f000058 5800001f = FX_SERAPH_GIVES_ITEM_SERAPH_IFYOUMADENOENEMIES
20000058 58000020 = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_FLIRTS
aa000058 580000aa = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_TRIES_RECRUITING_PLAYER
22000058 58000022 = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_SPEAKS_TO_NEW_RECRUIT
23000058 58000023 = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_SPEAKS_TO_OLD_MEMBER
ab000058 580000ab = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_REQUESTS_TASK
ac000058 580000ac = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_CONFRONTS_FOLLOWING_MEROVINGIAN_PLAYER
ad000058 580000ad = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_THANKS_FOR_ASSISTANCE
ae000058 580000ae = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_GREETS_ALLY
af000058 580000af = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_GREETS_ENEMY
b0000058 580000b0 = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_GIVES_ITEM
b1000058 580000b1 = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_TAKES_ITEM
2b000058 5800002b = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_FOLLOWS
b2000058 580000b2 = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_STOPS_FOLLOWING
b4000058 580000b4 = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_ARRIVES_AT_SPOT
2e000058 5800002e = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_BEING_ATTACKED
b3000058 580000b3 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_THATSWRONG
b5000058 580000b5 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_THATSCORRECT
5d000058 5800005d = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_NO
b7000058 580000b7 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_YES
b6000058 580000b6 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_YOUUNDERSTANDNOW
b9000058 580000b9 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_YOUDONTUNDERSTAND
b8000058 580000b8 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_ISEE
ba000058 580000ba = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_BADFEELINGABOUTTHIS
bb000058 580000bb = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_MYWIFELEAVINGSOON
bc000058 580000bc = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_FLOODWILLSEETOYOURNEEDS
bd000058 580000bd = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_FLOODWILLGIVEYOUINFO
be000058 580000be = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_IFYOUNEEDANYTHINGFLOODWILLATTEND
f3000058 580000f3 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_THISISMYDOMAIN
bf000058 580000bf = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_MACHINESHAVENOINFLUENCEHERE
c2000058 580000c2 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_THISISACONSTRUCT
c1000058 580000c1 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_THISISBLACKWOOD
c3000058 580000c3 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_DONTDARECROSSME
f8000058 580000f8 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_ICANSENDYOUTOPLACES
c4000058 580000c4 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_PERSEPHONEGREET
c6000058 580000c6 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_PERSEPHONECOME
c9000058 580000c9 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_PERSEPHONEANGRY
c7000058 580000c7 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_YOUBITCH
f9000058 580000f9 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_SALOPE
c8000058 580000c8 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_YOUBASTARD
ca000058 580000ca = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_SALAUD
cc000058 580000cc = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_NOTBAD
cb000058 580000cb = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_PASMAL
fa000058 580000fa = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_VERYGOOD
d1000058 580000d1 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_TRESBIEN
cf000058 580000cf = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_IVEHADIT
ce000058 580000ce = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_OHMAISJ_ENAIMARRE
d0000058 580000d0 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_HOWPATHETIC
d2000058 580000d2 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_QUELCON
d3000058 580000d3 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_BOFQUIL_ESTNUL
fb000058 580000fb = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_SHIT
d5000058 580000d5 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_OHPUTAIND_BORDELD_MERDE
d4000058 580000d4 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_FOUTREDIEU
d6000058 580000d6 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_WHATSTUPIDITYISTHIS
d7000058 580000d7 = FX_MEROVINGIAN_MISC_LINES_MEROVINGIAN_QUELLEBETISE
da000058 580000da = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_THISISTHEMEROVINGIAN
d9000058 580000d9 = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_IHAVEAJOBFORYOU
59000058 58000059 = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_IFYOUAREINTERESTEDINAJOB
db000058 580000db = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_GOTOLEVRAI
d8000058 580000d8 = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_GOTOHELCLUB
dc000058 580000dc = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_GOTOADDRESS
dd000058 580000dd = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_YOUCANMEETYOURCONTACTTHERE
de000058 580000de = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_IWILLMEETYOUTHERE
e0000058 580000e0 = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_SOMEONEWILLBEWAITINGFORYOU
df000058 580000df = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_ICOULDUSESOMEONELIKEYOU
66000058 58000066 = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_INEEDYOUTOCOMEHERE
67000058 58000067 = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_ISENTALLTHEINFOTOYOURPHONE
fc000058 580000fc = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_ISENTTHEADDRESSTOYOURPHONE
69000058 58000069 = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_INEEDYOUTOPICKSOMETHINGUP
e3000058 580000e3 = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_INEEDYOUTOPICKSOMEONEUP
6b000058 5800006b = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_HURRYYOUDONTHAVEMUCHTIME
e1000058 580000e1 = FX_MEROVINGIAN_CELL_PHONE_MEROVINGIAN_ANSWERINGMACHINE
6d000058 5800006d = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_COMMENTS_ON_MORPHEUS_HATRED
e6000058 580000e6 = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_TALKS_ABOUT_PERSEPHONE
70000058 58000070 = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_TAKES_ITEM_FROM_PERSEPHONE
72000058 58000072 = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_GIVES_MESSAGE_FOR_PERSEPHONE
e2000058 580000e2 = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_EXCLAMATIONS
e5000058 580000e5 = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_CONFRONTS_FOLLOWING_MACHINE_PLAYER
e7000058 580000e7 = FX_NIOBE_GROUPED_MESSAGES_NIOBE_INTRO_AND_RECRUITING
e8000058 580000e8 = FX_MEROVINGIAN_GROUPED_MESSAGES_MEROVINGIAN_WARNS_THREATENING_PLAYER
7a000058 5800007a = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_THANKS_FOR_ASSISTANCE
fd000058 580000fd = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_RECEIVES_MESSAGE_FROM_ORACLE
fe000058 580000fe = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_GREETS_ALLY
ff000058 580000ff = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_GREETS_ENEMY
00010058 58000100 = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_GIVES_ITEM
01010058 58000101 = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_TAKES_ITEM
02010058 58000102 = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_GIVES_MESSAGE_FOR_ORACLE
03010058 58000103 = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_FOLLOWS
04010058 58000104 = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_STOPS_FOLLOWING
05010058 58000105 = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_ARRIVES_AT_SPOT
06010058 58000106 = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_BEING_ATTACKED
07010058 58000107 = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_QUEST_FOR_NEOS_REMAINS
08010058 58000108 = FX_MORPHEUS_MISC_LINES_MORPHEUS_YES
09010058 58000109 = FX_SATI_GROUPED_MESSAGES_SATI_GREETS_ALLY
0a010058 5800010a = FX_SATI_GROUPED_MESSAGES_SATI_GREETS_ENEMY
0b010058 5800010b = FX_SATI_GROUPED_MESSAGES_SATI_GIVES_ITEM
0c010058 5800010c = FX_SATI_GROUPED_MESSAGES_SATI_TAKES_ITEM
0d010058 5800010d = FX_SATI_GROUPED_MESSAGES_SATI_FOLLOWS
0e010058 5800010e = FX_SATI_GROUPED_MESSAGES_SATI_STOPS_FOLLOWING
0f010058 5800010f = FX_SATI_GROUPED_MESSAGES_SATI_ARRIVES_AT_SPOT
10010058 58000110 = FX_SATI_GROUPED_MESSAGES_SATI_BEING_ATTACKED
11010058 58000111 = FX_SATI_MISC_LINES_SATI_IDONTTHINKYOURERIGHT
12010058 58000112 = FX_SATI_MISC_LINES_SATI_YOUAREWRONG
13010058 58000113 = FX_SATI_MISC_LINES_SATI_THATSRIGHT
14010058 58000114 = FX_SATI_MISC_LINES_SATI_YES
15010058 58000115 = FX_SATI_MISC_LINES_SATI_NO
16010058 58000116 = FX_SATI_MISC_LINES_SATI_YOUUNDERSTANDNOW
17010058 58000117 = FX_SATI_MISC_LINES_SATI_DOYOUUNDERSTANDNOW
18010058 58000118 = FX_SATI_MISC_LINES_SATI_DOYOUSEE
19010058 58000119 = FX_SATI_MISC_LINES_SATI_THERESSOMETHINGWRONGHERE
1a010058 5800011a = FX_SATI_MISC_LINES_SATI_BADFEELINGABOUTTHIS
1b010058 5800011b = FX_SATI_MISC_LINES_SATI_DOYOUSENSESOMETHING
1c010058 5800011c = FX_SATI_MISC_LINES_SATI_ORACLESAYSWECANNOTSEEBEYOND
1d010058 5800011d = FX_SATI_MISC_LINES_SATI_SERAPHSAYSYOUDONTKNOWSOMEONE
1e010058 5800011e = FX_SATI_MISC_LINES_SATI_COMEONLETSGO
1f010058 5800011f = FX_SATI_MISC_LINES_SATI_MEROVINGIANISMEAN
20010058 58000120 = FX_SATI_MISC_LINES_SATI_IDONTLIKEAGENTS
21010058 58000121 = FX_SATI_MISC_LINES_SATI_IMISSNEO
22010058 58000122 = FX_SATI_MISC_LINES_SATI_DOYOULIKETHESUNSET
23010058 58000123 = FX_SATI_MISC_LINES_SATI_MYFAVORITECOLORISRED
24010058 58000124 = FX_MORPHEUS_MISC_LINES_MORPHEUS_NO
25010058 58000125 = FX_MORPHEUS_MISC_LINES_MORPHEUS_THATSCORRECT
26010058 58000126 = FX_MORPHEUS_MISC_LINES_MORPHEUS_YOUUNDERSTANDNOW
27010058 58000127 = FX_MORPHEUS_MISC_LINES_MORPHEUS_ISEE
29010058 58000129 = FX_MORPHEUS_MISC_LINES_MORPHEUS_SOMETHINGISNTRIGHTHERE
2a010058 5800012a = FX_MORPHEUS_MISC_LINES_MORPHEUS_PATHAHEADISUNCLEAR
2b010058 5800012b = FX_THE_GENERAL_MISC_LINES_THEGENERAL_CONGRATULATIONS
2c010058 5800012c = FX_NIOBE_GROUPED_MESSAGES_NIOBE_THANKS_FOR_ASSISTANCE
2d010058 5800012d = FX_NIOBE_GROUPED_MESSAGES_NIOBE_RECEIVES_MESSAGE
2e010058 5800012e = FX_NIOBE_GROUPED_MESSAGES_NIOBE_GREETS_ALLY
2f010058 5800012f = FX_NIOBE_GROUPED_MESSAGES_NIOBE_GREETS_ENEMY
30010058 58000130 = FX_NIOBE_GROUPED_MESSAGES_NIOBE_GIVES_ITEM
31010058 58000131 = FX_NIOBE_GROUPED_MESSAGES_NIOBE_RECEIVES_ITEM
32010058 58000132 = FX_NIOBE_GROUPED_MESSAGES_NIOBE_GIVES_MESSAGE
33010058 58000133 = FX_NIOBE_GROUPED_MESSAGES_NIOBE_FOLLOWS
34010058 58000134 = FX_NIOBE_GROUPED_MESSAGES_NIOBE_STOPS_FOLLOWING
35010058 58000135 = FX_NIOBE_SEEKING_ASSASSIN_NIOBE_INEEDMOREINFOABOUT
36010058 58000136 = FX_NIOBE_GROUPED_MESSAGES_NIOBE_BEING_ATTACKED
37010058 58000137 = FX_NIOBE_MISC_LINES_NIOBE_THATSWRONG
38010058 58000138 = FX_NIOBE_MISC_LINES_NIOBE_THATSRIGHT
39010058 58000139 = FX_NIOBE_MISC_LINES_NIOBE_YOUREWRONGABOUTTHAT
3a010058 5800013a = FX_NIOBE_MISC_LINES_NIOBE_NO
3b010058 5800013b = FX_NIOBE_MISC_LINES_NIOBE_YES
3c010058 5800013c = FX_NIOBE_MISC_LINES_NIOBE_YOUUNDERSTANDNOW
3d010058 5800013d = FX_NIOBE_MISC_LINES_NIOBE_ISEE
3e010058 5800013e = FX_NIOBE_MISC_LINES_NIOBE_THANKS
3f010058 5800013f = FX_NIOBE_MISC_LINES_NIOBE_YOUREWELCOME
40010058 58000140 = FX_NIOBE_MISC_LINES_NIOBE_BADFEELINGABOUTTHIS
41010058 58000141 = FX_NIOBE_MISC_LINES_NIOBE_SOMETHINGSNOTRIGHTHERE
42010058 58000142 = FX_NIOBE_MISC_LINES_NIOBE_BECAREFUL
43010058 58000143 = FX_NIOBE_MISC_LINES_NIOBE_CONGRATULATIONS
44010058 58000144 = FX_NIOBE_CELL_PHONE_NIOBE_HELLOITSME
45010058 58000145 = FX_NIOBE_CELL_PHONE_NIOBE_JOBFORYOU
46010058 58000146 = FX_NIOBE_CELL_PHONE_NIOBE_THISISDANGEROUSJOB
47010058 58000147 = FX_NIOBE_CELL_PHONE_NIOBE_IFYOUREFREEIHAVEJOB
48010058 58000148 = FX_NIOBE_CELL_PHONE_NIOBE_GOTOADDRESSIMSENDING
49010058 58000149 = FX_NIOBE_CELL_PHONE_NIOBE_YOULLMEETCONTACTTHERE
4a010058 5800014a = FX_NIOBE_CELL_PHONE_NIOBE_IWILLMEETYOUTHERE
4b010058 5800014b = FX_NIOBE_CELL_PHONE_NIOBE_SOMEONEWILLBEWAITING
4c010058 5800014c = FX_NIOBE_CELL_PHONE_NIOBE_SOMETHINGSUPGETOVERHERE
4d010058 5800014d = FX_NIOBE_CELL_PHONE_NIOBE_ISENTALLDATAYOUNEED
4e010058 5800014e = FX_NIOBE_CELL_PHONE_NIOBE_ISENTADDRESSTOYOU
4f010058 5800014f = FX_NIOBE_CELL_PHONE_NIOBE_INEEDYOUPICKSOMETHINGUP
50010058 58000150 = FX_NIOBE_CELL_PHONE_NIOBE_INEEDYOUPICKSOMEONEUP
51010058 58000151 = FX_NIOBE_CELL_PHONE_NIOBE_HURRYWEDONTHAVEMUCHTIME
52010058 58000152 = FX_NIOBE_CELL_PHONE_NIOBE_ANSWERINGMACHINE
53010058 58000153 = FX_NIOBE_SEEKING_ASSASSIN_NIOBE_THISWILLPUTUSONESTEPCLOSER
54010058 58000154 = FX_NIOBE_GROUPED_MESSAGES_NIOBE_ARRIVED_AT_SPOT
55010058 58000155 = FX_NIOBE_SEEKING_ASSASSIN_NIOBE_WEWILLFINDTHEPERSON
56010058 58000156 = FX_NIOBE_SEEKING_ASSASSIN_NIOBE_THETHINGTHATKILLEDISCALLED
57010058 58000157 = FX_NIOBE_SEEKING_ASSASSIN_NIOBE_IFYOUSUCCEEDITWILLHELPME
58010058 58000158 = FX_NIOBE_SEEKING_ASSASSIN_NIOBE_ITHINKIKNOWWHEREASSASSIN
59010058 58000159 = FX_NIOBE_SEEKING_ASSASSIN_NIOBE_THISMISSIONDANGEROUSASHELL
5a010058 5800015a = FX_NIOBE_SEEKING_ASSASSIN_NIOBE_YOUDIDNTKILLASSASSIN
5b010058 5800015b = FX_NIOBE_SEEKING_ASSASSIN_NIOBE_YOUKILLEDASSASSIN
5d010058 5800015d = FX_SERAPH_GROUPED_MESSAGES_SERAPH_TAKES_ITEM
5e010058 5800015e = FX_MORPHEUS_GROUPED_MESSAGES_MORPHEUS_WARNS_THREATENING_PLAYER
64010058 58000164 = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_FLIRTS
65010058 58000165 = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_SPEAKS_TO_NEW_RECRUIT
66010058 58000166 = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_SPEAKS_TO_OLD_MEMBER
67010058 58000167 = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_ASKS_FOR_KISS
68010058 58000168 = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_UNSATISFIED_WITH_KISS
69010058 58000169 = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_SATISFIED_WITH_KISS
