Magic: 04001a1a
Num anim entries: 5442
e701 01e7 = DD_A_MR_DDLbRollLFireFromKnee_L50
e801 01e8 = DD_A_MR_DDLbRollRFireFromKnee_R50
1815 1518 = DD_A_MR_DDLbShortRollLFireFromKnee_L50
5d15 155d = DD_A_SR_DDLbAerialRtFiring_R200
5e15 155e = DD_A_SR_DDLbCartLFiring_L200
5f15 155f = DD_A_SR_DDLbRollBkFireFromKnee_B50
6015 1560 = DD_A_SR_DDLbRollLFireFromKnee_L50
6115 1561 = DD_A_SR_DDLbRollRFireFromKnee_R50
da15 15da = DD_A_SR_DDLbShortRollLFireFromKnee_L50
6215 1562 = DD_A_SR_DDLbShortRollLFireFromKnee_L50 
e901 01e9 = DD_A_SR_DDLb_ASRToMR_B250
9515 1595 = DD_A_SR_DDLb_BlockIdle
9615 1596 = DD_A_SR_DDLb_BlockTaunt
ea01 01ea = DD_A_SR_DDLb_DSRToMR
eb01 01eb = DD_A_SR_DDLb_FireMF
ec01 01ec = DD_A_SR_DDLb_SRToMR_B125
1915 1519 = DD_A_SR_DDLb_ShortFireMF
ed01 01ed = DD_A_XRFM_DDLb_DDKipUpShotMF
9c0e 0e9c = DD_A_XRFM_DDLb_DDKnockdown3MF_F100
ee01 01ee = DD_A_XRFM_DDLb_DDTurningShotMF
010f 0f01 = DD_A_XRKM_DDLb_DDKillingMoveHF
ef01 01ef = DD_A_XR_DDLb_FireAtRunningMF_B250
f001 01f0 = DD_A_XR_DDLb_Hesitate
f101 01f1 = DD_A_XR_DDLb_HesitateDraw
370f 0f37 = DD_A_XR_DDLb_HesitateDraw_2
380f 0f38 = DD_A_XR_DDLb_HesitateDraw_3
f201 01f2 = DD_A_XR_DDLb_ShootMF
f301 01f3 = DD_A_XR_FireAtRunningMF
f401 01f4 = DD_A_XR_ShootMF_DDLb
e201 01e2 = DD_Arc_L40
e301 01e3 = DD_Arc_R40
7e14 147e = DD_DDLb_Aggro
f501 01f5 = DD_DDLb_DLb
f601 01f6 = DD_DDLb_DPLb
f701 01f7 = DD_DDLb_DSLb
f801 01f8 = DD_DDLb_iLb
9715 1597 = DD_D_SR_DDLb_BlockIdle
9815 1598 = DD_D_SR_DDLb_BlockTaunt
0b10 100b = DD_D_SR_DDLb_FailedDualWeapon
0c15 150c = DD_D_SR_DDLb_FailedPunch_F50
db14 14db = DD_D_SR_DDLb_HPeg
dc14 14dc = DD_D_SR_DDLb_HSeg
fb01 01fb = DD_D_XR_DDLb_DSegA
fc01 01fc = DD_D_XR_DDLb_DSegB
fd01 01fd = DD_D_XR_DDLb_DSegC
fe01 01fe = DD_D_XR_DDLb_FailedShoot
dd14 14dd = DD_D_XR_DDLb_HPeg
de14 14de = DD_D_XR_DDLb_HSeg
ff01 01ff = DD_D_XR_DDLb_Hesitate
0002 0200 = DD_D_XR_DDLb_HesitateDraw
e60e 0ee6 = DD_D_XR_DDLb_HesitateDraw_2
e70e 0ee7 = DD_D_XR_DDLb_HesitateDraw_3
0102 0201 = DD_D_XR_DDLb_SPeg
0202 0202 = DD_D_XR_DDLb_SSeg
0302 0203 = DD_D_XR_DSegA_DDLb
0402 0204 = DD_D_XR_DSegB_DDLb
0502 0205 = DD_D_XR_DSegC_DDLb
c515 15c5 = DD_D_XR_FailedShoot_DDLb
0602 0206 = DD_D_XR_FailedShoot_FVLb
0702 0207 = DD_Idle1
0802 0208 = DD_Idle2
0902 0209 = DD_Idle3
d115 15d1 = DD_Idle3C
0a02 020a = DD_Move_B100
0b02 020b = DD_Move_F100
0c02 020c = DD_Move_L50
0d02 020d = DD_Move_R50
0e02 020e = DD_Shift_B25
0f02 020f = DD_Shift_B50
1002 0210 = DD_Shift_F25
110f 0f11 = DD_Shift_F300
1102 0211 = DD_Shift_F50
1202 0212 = DD_Turn180
1302 0213 = DD_TurnL
1402 0214 = DD_TurnR
1802 0218 = DP_A_MR_DPLb_PegCA
1902 0219 = DP_A_MR_DPLb_PegWA
1a02 021a = DP_A_MR_PegCA_DPLb
1b02 021b = DP_A_MR_PegWA_DPLb
1c02 021c = DP_A_SR_DPLb_ASRToMR_B250
1d02 021d = DP_A_SR_DPLb_DSRToMR
1e02 021e = DP_A_SR_DPLb_SRToMR_B125
1f02 021f = DP_A_XRFM_PegAMF_DPDropSpinShootMF
2002 0220 = DP_A_XRFM_PegBMF_DPRollShotHF_F150
b110 10b1 = DP_A_XRFM_PegCML_DPSideAirCartwheelHF_F100
2102 0221 = DP_A_XRKM_PegA_DPKillingMoveHF
2202 0222 = DP_A_XR_DPLb_PegAMF
2302 0223 = DP_A_XR_DPLb_PegBMR
2402 0224 = DP_A_XR_DPLb_PegCML
2502 0225 = DP_A_XR_PegAMF_DPLb
1212 1212 = DP_A_XR_PegAMF_PegBMR
0f12 120f = DP_A_XR_PegAMF_PegBMR_F50
2602 0226 = DP_A_XR_PegBMR_DPLb
1312 1213 = DP_A_XR_PegBMR_PegCML
1012 1210 = DP_A_XR_PegBMR_PegCML_F50
2702 0227 = DP_A_XR_PegCML_DPLb
1412 1214 = DP_A_XR_PegCML_PegAMF
1112 1211 = DP_A_XR_PegCML_PegAMF_F50
1602 0216 = DP_Arc_L40
1702 0217 = DP_Arc_R40
7f14 147f = DP_DPLb_Aggro
2802 0228 = DP_DPLb_DDLb
2902 0229 = DP_DPLb_DLb
2a02 022a = DP_DPLb_DSLb
2b02 022b = DP_DPLb_iLb
0c10 100c = DP_D_SR_DPLb_FailedDualWeapon
0d15 150d = DP_D_SR_DPLb_FailedPunch_F50
df14 14df = DP_D_SR_DPLb_HPeg
e014 14e0 = DP_D_SR_DPLb_HSeg
2d02 022d = DP_D_XR_DPLb_DSegA
2e02 022e = DP_D_XR_DPLb_DSegB
2f02 022f = DP_D_XR_DPLb_DSegC
3002 0230 = DP_D_XR_DPLb_FailedShoot
e114 14e1 = DP_D_XR_DPLb_HPeg
e214 14e2 = DP_D_XR_DPLb_HSeg
3102 0231 = DP_D_XR_DPLb_SPeg
3202 0232 = DP_D_XR_DPLb_SSeg
3302 0233 = DP_D_XR_DSegA_DPLb
3402 0234 = DP_D_XR_DSegB_DPLb
3502 0235 = DP_D_XR_DSegC_DPLb
c615 15c6 = DP_D_XR_FailedShoot_DPLb
3602 0236 = DP_D_XR_FailedShoot_FVLb
3702 0237 = DP_Idle1
3802 0238 = DP_Idle2
3902 0239 = DP_Idle3
3a02 023a = DP_Move_B100
3b02 023b = DP_Move_F100
3c02 023c = DP_Move_L50
3d02 023d = DP_Move_R50
3e02 023e = DP_Shift_B25
3f02 023f = DP_Shift_B50
4002 0240 = DP_Shift_F25
120f 0f12 = DP_Shift_F300
4102 0241 = DP_Shift_F50
4202 0242 = DP_Turn180
4302 0243 = DP_TurnL
4402 0244 = DP_TurnR
4702 0247 = DS_A_MR_DSLb_SegCA
4802 0248 = DS_A_MR_DSLb_SegCB
4902 0249 = DS_A_MR_DSLb_SegCC
4a02 024a = DS_A_MR_DSLb_SegWA
4b02 024b = DS_A_MR_DSLb_SegWB
4c02 024c = DS_A_MR_DSLb_SegWC
4d02 024d = DS_A_MR_SegCA_DSLb
4e02 024e = DS_A_MR_SegCA_SegCB
4f02 024f = DS_A_MR_SegCB_DSLb
5002 0250 = DS_A_MR_SegCB_SegCC
5102 0251 = DS_A_MR_SegCC_DSLb
5202 0252 = DS_A_MR_SegCC_SegCA
5302 0253 = DS_A_MR_SegWA_DSLb
5402 0254 = DS_A_MR_SegWA_SegWB
5502 0255 = DS_A_MR_SegWB_DSLb
5602 0256 = DS_A_MR_SegWB_SegWC
5702 0257 = DS_A_MR_SegWC_DSLb
5802 0258 = DS_A_MR_SegWC_SegWA
5902 0259 = DS_A_SR_DSLb_ASRToMR_B250
5a02 025a = DS_A_SR_DSLb_DSRToMR
5b02 025b = DS_A_SR_DSLb_SRToMR_B125
5c02 025c = DS_A_XRFM_SegA_DSSpinBackShootMF
5d02 025d = DS_A_XRFM_SegB_DSTwistShotHF_F50
ab10 10ab = DS_A_XRFM_SegC_DSWalkingGunfighterHF_F100
5e02 025e = DS_A_XRKM_SegB_DSKillingMoveHF
5f02 025f = DS_A_XR_DSLb_SegA
6002 0260 = DS_A_XR_DSLb_SegB
6102 0261 = DS_A_XR_DSLb_SegC
6202 0262 = DS_A_XR_SegA_DSLb
6302 0263 = DS_A_XR_SegA_SegB
6402 0264 = DS_A_XR_SegA_SegB_F125
6502 0265 = DS_A_XR_SegA_SegB_L200
6602 0266 = DS_A_XR_SegA_SegB_R200
6702 0267 = DS_A_XR_SegB_DSLb
6802 0268 = DS_A_XR_SegB_SegC
6902 0269 = DS_A_XR_SegB_SegC_F125
6a02 026a = DS_A_XR_SegB_SegC_L200
6b02 026b = DS_A_XR_SegB_SegC_R200
6c02 026c = DS_A_XR_SegC_DSLb
6d02 026d = DS_A_XR_SegC_SegA
6e02 026e = DS_A_XR_SegC_SegA_F125
6f02 026f = DS_A_XR_SegC_SegA_L200
7002 0270 = DS_A_XR_SegC_SegA_R200
4502 0245 = DS_Arc_L40
4602 0246 = DS_Arc_R40
8014 1480 = DS_DSLb_Aggro
7102 0271 = DS_DSLb_DDLb
7202 0272 = DS_DSLb_DLb
7302 0273 = DS_DSLb_DPLb
7402 0274 = DS_DSLb_iLb
0d10 100d = DS_D_SR_DSLb_FailedDualWeapon
0e15 150e = DS_D_SR_DSLb_FailedPunch_F50
e314 14e3 = DS_D_SR_DSLb_HPeg
e414 14e4 = DS_D_SR_DSLb_HSeg
7c02 027c = DS_D_XR_DSLb_DSegA
7d02 027d = DS_D_XR_DSLb_DSegB
7e02 027e = DS_D_XR_DSLb_DSegC
7f02 027f = DS_D_XR_DSLb_FailedShoot
e514 14e5 = DS_D_XR_DSLb_HPeg
e614 14e6 = DS_D_XR_DSLb_HSeg
8002 0280 = DS_D_XR_DSLb_SPeg
8102 0281 = DS_D_XR_DSLb_SSeg
7702 0277 = DS_D_XR_DSegA_DSLb
7602 0276 = DS_D_XR_DSegA_DSegB
7902 0279 = DS_D_XR_DSegB_DSLb
7802 0278 = DS_D_XR_DSegB_DSegC
7b02 027b = DS_D_XR_DSegC_DSLb
7a02 027a = DS_D_XR_DSegC_DSegA
c715 15c7 = DS_D_XR_FailedShoot_DSLb
8202 0282 = DS_D_XR_FailedShoot_FVLb
8302 0283 = DS_Idle1
8402 0284 = DS_Idle2
8502 0285 = DS_Idle3
8602 0286 = DS_Move_B100
8702 0287 = DS_Move_F100
8802 0288 = DS_Move_L50
8902 0289 = DS_Move_R50
8a02 028a = DS_Shift_B25
8b02 028b = DS_Shift_B50
8c02 028c = DS_Shift_F25
130f 0f13 = DS_Shift_F300
8d02 028d = DS_Shift_F50
8e02 028e = DS_Turn180
8f02 028f = DS_TurnL
9002 0290 = DS_TurnR
9102 0291 = D_A_MRSM_DLb_Burst
9202 0292 = D_A_MRSM_DLb_DDash_F290
9302 0293 = D_A_MRSM_DLb_DPointBlank_F290
9402 0294 = D_A_MRSM_DLb_HeavingVolley_F250
9502 0295 = D_A_MRSM_DLb_PistolBarrage_F250
9602 0296 = D_A_MRSM_DLb_PistolExecution_F60
c910 10c9 = D_A_MR_TackleWepDashDualWDir0_F250
9702 0297 = D_A_SRSM_DLb_PistolEvasive_B250
c311 11c3 = D_A_SRSM_DLb_PistolWhip
db10 10db = D_A_SR_DCounterSneakMF
9802 0298 = D_A_SR_DLb_FireAtProne
9902 0299 = D_A_XROA_Aim112
9a02 029a = D_A_XROA_Aim135
9b02 029b = D_A_XROA_Aim45
9c02 029c = D_A_XROA_Aim67
9d02 029d = D_A_XROA_Aim90
9e02 029e = D_A_XRSM_DLb_Aerial_F340
9f02 029f = D_A_XRSM_DLb_FullAuto
a002 02a0 = D_A_XRSM_DLb_FullAutoRedux_F300
a102 02a1 = D_A_XR_DLb_AXRtoXRBackOneRange_B250
a202 02a2 = D_A_XR_DLb_DXRtoXRBackOneRange
a302 02a3 = D_A_XR_DLb_FireAtProne
8114 1481 = D_DLb_Aggro
a402 02a4 = D_DLb_DDLb
a502 02a5 = D_DLb_DPLb
a602 02a6 = D_DLb_DSLb
a702 02a7 = D_DLb_GLb
a902 02a9 = D_DLb_PLb
aa02 02aa = D_DLb_RLb
a802 02a8 = D_DLb_iLb
ab02 02ab = D_D_MR_DLb_DPegCA
ac02 02ac = D_D_MR_DLb_DPegWA
ad02 02ad = D_D_MR_DLb_DSegCA
ae02 02ae = D_D_MR_DLb_DSegCB
af02 02af = D_D_MR_DLb_DSegCC
b002 02b0 = D_D_MR_DLb_DSegWA
b102 02b1 = D_D_MR_DLb_DSegWB
b202 02b2 = D_D_MR_DLb_DSegWC
b302 02b3 = D_D_MR_DLb_SPegCA
b402 02b4 = D_D_MR_DLb_SPegWA
b502 02b5 = D_D_MR_DPegCA_DLb
b602 02b6 = D_D_MR_DPegWA_DLb
b702 02b7 = D_D_MR_DSegCA_DLb
b802 02b8 = D_D_MR_DSegCA_DSegCB
b902 02b9 = D_D_MR_DSegCB_DLb
ba02 02ba = D_D_MR_DSegCB_DSegCC
bb02 02bb = D_D_MR_DSegCC_DLb
bc02 02bc = D_D_MR_DSegCC_DSegCA
bd02 02bd = D_D_MR_DSegWA_DLb
be02 02be = D_D_MR_DSegWA_DSegWB
bf02 02bf = D_D_MR_DSegWB_DLb
c002 02c0 = D_D_MR_DSegWB_DSegWC
c102 02c1 = D_D_MR_DSegWC_DLb
c202 02c2 = D_D_MR_DSegWC_DSegWA
9a10 109a = D_D_MR_DTackleBlockedTackleMFDir0
9b10 109b = D_D_MR_DTackleBlockedTackleMFDir1
9c10 109c = D_D_MR_DTackleBlockedTackleMFDir2
9d10 109d = D_D_MR_DTackleBlockedTackleMFDir3
9e10 109e = D_D_MR_DTackleBlockedTackleMFDir4
9f10 109f = D_D_MR_DTackleBlockedTackleMFDir5
a010 10a0 = D_D_MR_DTackleBlockedTackleMFDir6
a110 10a1 = D_D_MR_DTackleBlockedTackleMFDir7
c302 02c3 = D_D_MR_SPegCA_DLb
c402 02c4 = D_D_MR_SPegWA_DLb
c502 02c5 = D_D_MR_SSegCA_DLb
c602 02c6 = D_D_MR_SSegCA_SSegCB
c702 02c7 = D_D_MR_SSegCB_DLb
c802 02c8 = D_D_MR_SSegCB_SSegCC
c902 02c9 = D_D_MR_SSegCC_DLb
ca02 02ca = D_D_MR_SSegCC_SSegCA
cb02 02cb = D_D_MR_SSegWA_DLb
cc02 02cc = D_D_MR_SSegWA_SSegWB
cd02 02cd = D_D_MR_SSegWB_DLb
ce02 02ce = D_D_MR_SSegWB_SSegWC
cf02 02cf = D_D_MR_SSegWC_DLb
d002 02d0 = D_D_MR_SSegWC_SSegWA
dd02 02dd = D_D_XR_DLb_DPegHF
de02 02de = D_D_XR_DLb_DPegHL
df02 02df = D_D_XR_DLb_DPegHR
4315 1543 = D_D_XR_DLb_DPegLF
e002 02e0 = D_D_XR_DLb_DPegLL
4415 1544 = D_D_XR_DLb_DPegLR
e102 02e1 = D_D_XR_DLb_DPegMF
e202 02e2 = D_D_XR_DLb_DPegML
e302 02e3 = D_D_XR_DLb_DPegMR
d102 02d1 = D_D_XR_DLb_DodgeFromHB
d202 02d2 = D_D_XR_DLb_DodgeFromHF
d302 02d3 = D_D_XR_DLb_DodgeFromHL
d402 02d4 = D_D_XR_DLb_DodgeFromHR
d502 02d5 = D_D_XR_DLb_DodgeFromLB
d602 02d6 = D_D_XR_DLb_DodgeFromLF
d702 02d7 = D_D_XR_DLb_DodgeFromLL
d802 02d8 = D_D_XR_DLb_DodgeFromLR
d902 02d9 = D_D_XR_DLb_DodgeFromMB
da02 02da = D_D_XR_DLb_DodgeFromMF
db02 02db = D_D_XR_DLb_DodgeFromML
dc02 02dc = D_D_XR_DLb_DodgeFromMR
8a0f 0f8a = D_D_XR_DPegHF_DLb
4515 1545 = D_D_XR_DPegHF_DLb_B50
8b0f 0f8b = D_D_XR_DPegHL_DLb
4615 1546 = D_D_XR_DPegHL_DLb_B50
8c0f 0f8c = D_D_XR_DPegHR_DLb
4715 1547 = D_D_XR_DPegHR_DLb_B50
4815 1548 = D_D_XR_DPegLF_DLb
4915 1549 = D_D_XR_DPegLF_DLb_B50
8d0f 0f8d = D_D_XR_DPegLL_DLb
4a15 154a = D_D_XR_DPegLL_DLb_B50
4b15 154b = D_D_XR_DPegLR_DLb
4c15 154c = D_D_XR_DPegLR_DLb_B50
8e0f 0f8e = D_D_XR_DPegMF_DLb
4d15 154d = D_D_XR_DPegMF_DLb_B50
8f0f 0f8f = D_D_XR_DPegML_DLb
4e15 154e = D_D_XR_DPegML_DLb_B50
900f 0f90 = D_D_XR_DPegMR_DLb
4f15 154f = D_D_XR_DPegMR_DLb_B50
f002 02f0 = D_D_XR_DSegA_DSegB_L200
f102 02f1 = D_D_XR_DSegA_DSegB_R200
f202 02f2 = D_D_XR_DSegB_DSegC_L200
f302 02f3 = D_D_XR_DSegB_DSegC_R200
f402 02f4 = D_D_XR_DSegC_DSegA_L200
f502 02f5 = D_D_XR_DSegC_DSegA_R200
e402 02e4 = D_D_XR_DodgeFromHB_DLb
e502 02e5 = D_D_XR_DodgeFromHF_DLb
e602 02e6 = D_D_XR_DodgeFromHL_DLb
e702 02e7 = D_D_XR_DodgeFromHR_DLb
e802 02e8 = D_D_XR_DodgeFromLB_DLb
e902 02e9 = D_D_XR_DodgeFromLF_DLb
ea02 02ea = D_D_XR_DodgeFromLL_DLb
eb02 02eb = D_D_XR_DodgeFromLR_DLb
ec02 02ec = D_D_XR_DodgeFromMB_DLb
ed02 02ed = D_D_XR_DodgeFromMF_DLb
ee02 02ee = D_D_XR_DodgeFromML_DLb
ef02 02ef = D_D_XR_DodgeFromMR_DLb
f602 02f6 = D_D_XR_SSegA_SSegB
f702 02f7 = D_D_XR_SSegA_SSegB_L200
f802 02f8 = D_D_XR_SSegA_SSegB_R200
f902 02f9 = D_D_XR_SSegA_VLb
fa02 02fa = D_D_XR_SSegB_SSegC
fb02 02fb = D_D_XR_SSegB_SSegC_L200
fc02 02fc = D_D_XR_SSegB_SSegC_R200
fd02 02fd = D_D_XR_SSegB_VLb
fe02 02fe = D_D_XR_SSegC_SSegA
ff02 02ff = D_D_XR_SSegC_SSegA_L200
0003 0300 = D_D_XR_SSegC_SSegA_R200
0103 0301 = D_D_XR_SSegC_VLb
0203 0302 = D_Reload
8811 1188 = Dance1
8711 1187 = Dance1-Stand
8911 1189 = Dance1_Idle1
8a11 118a = Dance1_Idle2
8b11 118b = Dance1_Idle3
8c11 118c = Dance1_Idle4
7311 1173 = Dance2
7211 1172 = Dance2-Stand
7411 1174 = Dance2_Idle1
7511 1175 = Dance2_Idle2
7611 1176 = Dance2_Idle3
7711 1177 = Dance2_Idle4
1912 1219 = Dance2_Idle5
6011 1160 = Dance3
5f11 115f = Dance3-Stand
6111 1161 = Dance3_Idle1
6211 1162 = Dance3_Idle2
6311 1163 = Dance3_Idle3
6411 1164 = Dance3_Idle4
6511 1165 = Dance3_Idle5
8e11 118e = Dance4
8d11 118d = Dance4-Stand
8f11 118f = Dance4_Idle1
9011 1190 = Dance4_Idle2
9111 1191 = Dance4_Idle3
9211 1192 = Dance4_Idle4
1a12 121a = Dance4_Idle5
7d11 117d = Dance5
8511 1185 = Dance5-Stand
7e11 117e = Dance5_Idle1
7f11 117f = Dance5_Idle2
8611 1186 = Dance5_Idle3
8011 1180 = Dance5_Idle4
7f0e 0e7f = DataTap
8f0e 0e8f = DataTap1-Stand
900e 0e90 = DataTap1_Idle
910e 0e91 = DataTap2-Stand
920e 0e92 = DataTap2_Idle
930e 0e93 = DataTap3-Stand
940e 0e94 = DataTap3_Idle
950e 0e95 = DataTap4-Stand
960e 0e96 = DataTap4_Idle
1502 0215 = Dead
0303 0303 = Enraged_Idle1
6b14 146b = FlyBoss
0603 0306 = GD_A_MR_GDLbAerialRtFiring_R200
0703 0307 = GD_A_MR_GDLbCartLFiring_L200
0803 0308 = GD_A_MR_GDLbRollBkFireFromKnee_B50
0903 0309 = GD_A_MR_GDLbRollLFireFromKnee_L50
0a03 030a = GD_A_MR_GDLbRollRFireFromKnee_R50
1a15 151a = GD_A_MR_GDLbShortRollLFireFromKnee_L50
6315 1563 = GD_A_SR_GDLbAerialRtFiring_R200
6415 1564 = GD_A_SR_GDLbCartLFiring_L200
6515 1565 = GD_A_SR_GDLbRollBkFireFromKnee_B50
6615 1566 = GD_A_SR_GDLbRollLFireFromKnee_L50
6715 1567 = GD_A_SR_GDLbRollRFireFromKnee_R50
6815 1568 = GD_A_SR_GDLbShortRollLFireFromKnee_L50
0b03 030b = GD_A_SR_GDLb_ASRToMR_B250
9915 1599 = GD_A_SR_GDLb_BlockIdle
9a15 159a = GD_A_SR_GDLb_BlockTaunt
0c03 030c = GD_A_SR_GDLb_DSRToMR
0d03 030d = GD_A_SR_GDLb_FireMF
0e03 030e = GD_A_SR_GDLb_SRToMR_B125
1b15 151b = GD_A_SR_GDLb_ShortFireMF
0f03 030f = GD_A_XRFM_GDKneelingShotMF_GDLb
1003 0310 = GD_A_XRFM_GDLb_GDBehindTheBackMF_F100
1103 0311 = GD_A_XRFM_GDLb_GDSpinDownMF
1203 0312 = GD_A_XRFM_GDLb_GDWaitForItShotMF_F50
020f 0f02 = GD_A_XRKM_GDLb_GDKillingMoveHF
1303 0313 = GD_A_XR_FireAtRunningMF
1403 0314 = GD_A_XR_GDLb_FireAtRunningMF_B250
1503 0315 = GD_A_XR_GDLb_Hesitate
1603 0316 = GD_A_XR_GDLb_HesitateDraw
280f 0f28 = GD_A_XR_GDLb_HesitateDraw_2
2c0f 0f2c = GD_A_XR_GDLb_HesitateDraw_3
1703 0317 = GD_A_XR_GDLb_ShootMF
1803 0318 = GD_A_XR_ShootMF_GDLb
0403 0304 = GD_Arc_L40
0503 0305 = GD_Arc_R40
9b15 159b = GD_D_SR_GDLb_BlockIdle
9c15 159c = GD_D_SR_GDLb_BlockTaunt
0f15 150f = GD_D_SR_GDLb_FailedPunch_F50
1903 0319 = GD_D_SR_GDLb_FailedSubM
e714 14e7 = GD_D_SR_GDLb_HPeg
e814 14e8 = GD_D_SR_GDLb_HSeg
1b03 031b = GD_D_XR_DSegA_GDLb
1c03 031c = GD_D_XR_DSegB_GDLb
1d03 031d = GD_D_XR_DSegC_GDLb
1e03 031e = GD_D_XR_FailedShoot_FVLb
c815 15c8 = GD_D_XR_FailedShoot_GDLb
1f03 031f = GD_D_XR_GDLb_DSegA
2003 0320 = GD_D_XR_GDLb_DSegB
2103 0321 = GD_D_XR_GDLb_DSegC
2203 0322 = GD_D_XR_GDLb_FailedShoot
e914 14e9 = GD_D_XR_GDLb_HPeg
ea14 14ea = GD_D_XR_GDLb_HSeg
2303 0323 = GD_D_XR_GDLb_Hesitate
2403 0324 = GD_D_XR_GDLb_HesitateDraw
290f 0f29 = GD_D_XR_GDLb_HesitateDraw_2
2d0f 0f2d = GD_D_XR_GDLb_HesitateDraw_3
2503 0325 = GD_D_XR_GDLb_SPeg
2603 0326 = GD_D_XR_GDLb_SSeg
8214 1482 = GD_GDLb_Aggro
2703 0327 = GD_GDLb_GLb
2803 0328 = GD_GDLb_GPLb
2903 0329 = GD_GDLb_GSLb
2a03 032a = GD_GDLb_iLb
2b03 032b = GD_Idle1
2c03 032c = GD_Idle2
2d03 032d = GD_Idle3
d40f 0fd4 = GD_Idle3B
d50f 0fd5 = GD_Idle3C
2e03 032e = GD_Move_B100
2f03 032f = GD_Move_F100
3003 0330 = GD_Move_L50
3103 0331 = GD_Move_R50
3203 0332 = GD_Shift_B25
3303 0333 = GD_Shift_B50
3403 0334 = GD_Shift_F25
140f 0f14 = GD_Shift_F300
3503 0335 = GD_Shift_F50
3603 0336 = GD_Turn180
3703 0337 = GD_TurnL
3803 0338 = GD_TurnR
3b03 033b = GP_A_MR_GPLb_PegCA
3c03 033c = GP_A_MR_GPLb_PegWA
3d03 033d = GP_A_MR_PegCA_GPLb
3e03 033e = GP_A_MR_PegWA_GPLb
3f03 033f = GP_A_SR_GPLb_ASRToMR_B250
4003 0340 = GP_A_SR_GPLb_DSRToMR
4103 0341 = GP_A_SR_GPLb_SRToMR_B125
4203 0342 = GP_A_XRFM_PegAMF_GPBackSpinVertStrafeHF
4303 0343 = GP_A_XRFM_PegA_GPFinishingMoveHF
4403 0344 = GP_A_XRFM_PegBMR_GPNoHandCartwheelHF_F100
4503 0345 = GP_A_XRFM_PegCML_GPSubGunPogoHF_F100
4603 0346 = GP_A_XRKM_PegA_GPKillingMoveHF
4703 0347 = GP_A_XR_GPLb_PegAMF
4803 0348 = GP_A_XR_GPLb_PegBMR
4903 0349 = GP_A_XR_GPLb_PegCML
4a03 034a = GP_A_XR_PegAMF_GPLb
0912 1209 = GP_A_XR_PegAMF_PegBMR
0a12 120a = GP_A_XR_PegAMF_PegBMR_F50
4b03 034b = GP_A_XR_PegA_GPKillingmoveHF
4c03 034c = GP_A_XR_PegBMR_GPLb
0b12 120b = GP_A_XR_PegBMR_PegCML
0c12 120c = GP_A_XR_PegBMR_PegCML_F50
4d03 034d = GP_A_XR_PegCML_GPLb
0d12 120d = GP_A_XR_PegCML_PegAMF
0e12 120e = GP_A_XR_PegCML_PegAMF_F50
3903 0339 = GP_Arc_L40
3a03 033a = GP_Arc_R40
1015 1510 = GP_D_SR_GPLb_FailedPunch_F50
4e03 034e = GP_D_SR_GPLb_FailedSubM
eb14 14eb = GP_D_SR_GPLb_HPeg
ec14 14ec = GP_D_SR_GPLb_HSeg
4f03 034f = GP_D_XR_DSegA_GPLb
5003 0350 = GP_D_XR_DSegB_GPLb
5103 0351 = GP_D_XR_DSegC_GPLb
5203 0352 = GP_D_XR_FailedShoot_FVLb
c915 15c9 = GP_D_XR_FailedShoot_GPLb
5303 0353 = GP_D_XR_GPLb_DSegA
5403 0354 = GP_D_XR_GPLb_DSegB
5503 0355 = GP_D_XR_GPLb_DSegC
5603 0356 = GP_D_XR_GPLb_FailedShoot
ed14 14ed = GP_D_XR_GPLb_HPeg
ee14 14ee = GP_D_XR_GPLb_HSeg
5703 0357 = GP_D_XR_GPLb_SPeg
5803 0358 = GP_D_XR_GPLb_SSeg
8314 1483 = GP_GPLb_Aggro
5903 0359 = GP_GPLb_GDLb
5a03 035a = GP_GPLb_GLb
5b03 035b = GP_GPLb_GSLb
5c03 035c = GP_GPLb_iLb
5d03 035d = GP_Idle1
5e03 035e = GP_Idle2
5f03 035f = GP_Idle3
d60f 0fd6 = GP_Idle3B
d70f 0fd7 = GP_Idle3C
6003 0360 = GP_Move_B100
6103 0361 = GP_Move_F100
6203 0362 = GP_Move_L50
6303 0363 = GP_Move_R50
6403 0364 = GP_Shift_B25
6503 0365 = GP_Shift_B50
6603 0366 = GP_Shift_F25
160f 0f16 = GP_Shift_F300
6703 0367 = GP_Shift_F50
6803 0368 = GP_Turn180
6903 0369 = GP_TurnL
6a03 036a = GP_TurnR
6d03 036d = GS_A_MR_GSLb_SegCA
6e03 036e = GS_A_MR_GSLb_SegCB
6f03 036f = GS_A_MR_GSLb_SegCC
7003 0370 = GS_A_MR_GSLb_SegWA
7103 0371 = GS_A_MR_GSLb_SegWB
7203 0372 = GS_A_MR_GSLb_SegWC
7303 0373 = GS_A_MR_SegCA_GSLb
7403 0374 = GS_A_MR_SegCA_SegCB
7503 0375 = GS_A_MR_SegCB_GSLb
7603 0376 = GS_A_MR_SegCB_SegCC
7703 0377 = GS_A_MR_SegCC_GSLb
7803 0378 = GS_A_MR_SegCC_SegCA
7903 0379 = GS_A_MR_SegWA_GSLb
7a03 037a = GS_A_MR_SegWA_SegWB
7b03 037b = GS_A_MR_SegWB_GSLb
7c03 037c = GS_A_MR_SegWB_SegWC
7d03 037d = GS_A_MR_SegWC_GSLb
